Time (s),CO (ppm),Humidity (%r.h.),Temperature (C),Flow rate (mL/min),Heater voltage (V),R1 (MOhm),R2 (MOhm),R3 (MOhm),R4 (MOhm),R5 (MOhm),R6 (MOhm),R7 (MOhm),R8 (MOhm),R9 (MOhm),R10 (MOhm),R11 (MOhm),R12 (MOhm),R13 (MOhm),R14 (MOhm)
226780.6706,15.1524,131.6522,105.5764,957.1807,2.8177,-29.3411,-39.1914,-38.0797,10.4009,12.9119,-6.925,4.7228,32.0571,25.5519,29.3168,35.4129,27.7375,24.0697,36.0839
226800.3245,26.823,131.6024,105.4884,971.1303,2.15,110.6947,147.1753,151.8702,88.2551,147.0076,140.7625,153.5495,100.8934,88.3272,104.2127,98.4288,102.5707,93.9109,111.9154
226820.0727,52.4976,131.8361,105.658,962.3133,0.7899,142.5478,166.6793,231.5382,155.605,238.3017,231.2699,234.2096,215.7066,193.621,210.5649,210.5096,191.4565,177.9661,230.2707
226839.8568,53.32,131.1719,105.5503,959.7121,0.9169,18.8792,15.8666,60.5572,127.4226,200.1323,166.6282,190.8629,180.788,154.8655,175.3732,185.132,166.7999,148.2392,199.7892
226859.6246,53.32,133.9676,105.624,959.3292,0.3136,7.9041,9.7622,17.0774,91.2598,143.4474,78.8754,121.9956,183.9092,153.066,183.6693,204.013,179.7798,154.3834,210.4676
226879.387,53.32,138.205,105.68,959.6369,2.6013,-25.7325,-32.8489,-35.0977,-0.1425,-8.4082,-24.0028,-15.5373,47.4533,31.5211,38.4416,47.1632,35.9696,32.1972,44.2647
226899.1628,53.32,142.4395,105.68,960.3001,2.2567,96.0744,123.4642,130.4224,70.2537,126.689,125.7558,130.08,83.0692,72.5309,82.9997,77.0748,79.4711,62.9068,85.6371
226918.9357,53.32,146.692,105.68,959.9639,0.9048,152.4153,178.2603,239.4376,142.728,235.1415,227.7244,234.9749,200.0858,180.349,192.9464,183.0807,169.3369,144.4919,200.9673
226938.7266,53.32,150.814,105.68,959.8504,0.36,25.281,23.6534,72.329,132.0532,216.7267,172.4125,207.1058,198.9633,176.5626,195.0946,202.1749,181.5787,150.3679,213.4983
226958.4982,53.32,155.3111,105.68,960.0098,2.3993,-21.035,-26.9989,-25.5718,25.1834,38.0366,6.7149,26.0167,56.8696,47.5663,56.1929,63.3491,52.0858,42.6673,62.0463
226978.2695,53.32,158.3666,105.68,959.9894,2.3377,83.4559,105.4227,111.2674,58.654,109.3539,110.1658,116.9576,63.9472,55.1101,60.9449,56.0157,60.9663,46.5105,64.2227
226998.0358,53.32,160.0379,105.6792,958.5972,0.8033,158.8019,185.025,245.7427,141.5683,240.8548,234.4049,242.1197,186.788,169.9615,179.6419,172.8567,161.1523,135.0781,186.8712
227017.7955,53.32,163.5991,105.6862,959.1581,0.873,24.4619,21.5793,71.1111,118.4113,198.5358,162.3108,192.3759,162.8996,142.4546,155.1134,160.9915,144.367,120.0594,167.4012
227037.5907,53.32,166.7106,105.6573,960.0354,0.4304,5.2098,6.239,13.3153,76.1627,118.3987,61.9606,99.5899,155.69,129.8585,149.1851,166.4134,144.811,114.547,163.1176
227057.3582,53.32,168.3328,105.7654,958.9302,2.1561,-15.8944,-23.2593,-25.0931,5.435,-3.2304,-15.1514,-8.6891,55.8396,43.3288,53.0033,63.9031,50.106,39.2048,57.2844
227077.153,53.32,172.1742,105.8405,959.8868,2.5189,62.3373,90.7526,95.8393,45.9551,93.7043,90.576,95.8468,45.4323,41.4208,41.4684,38.5481,44.0003,33.7004,45.5706
227096.9133,53.32,173.8961,105.8339,960.2107,0.8709,162.7474,200.9615,250.9347,134.111,238.3662,238.8353,241.8779,162.8826,149.1424,154.7698,147.7047,144.3288,118.9349,160.9389
227116.6817,53.32,174.9409,105.867,959.9101,0.503,27.9932,26.4766,78.5283,121.4872,206.586,168.5659,200.4091,166.4952,143.698,156.6733,167.2986,151.7761,126.7454,172.8202
227136.4366,53.32,176.9681,105.7366,959.3188,1.9143,-12.3854,-16.7865,-14.6867,37.5562,53.5355,20.6992,39.5587,72.2753,58.3966,67.5846,78.998,62.9236,47.6104,65.9054
227156.1938,53.32,178.9586,105.7806,960.0705,2.694,55.3389,72.1545,78.2958,37.5662,77.5097,77.8648,80.0557,33.2515,30.7576,29.2283,28.667,33.1113,25.7932,33.7756
227175.9546,53.32,181.3977,105.747,959.3426,0.8426,172.3789,204.7613,255.0217,131.8825,241.3794,240.6191,244.898,154.2818,137.6586,144.4558,139.9813,138.852,116.1935,154.7721
227195.7094,53.32,181.9088,105.7508,960.1666,0.8254,30.7803,29.0719,82.4583,114.2355,199.214,166.3455,193.0858,144.3872,124.3331,134.7668,144.5652,129.1178,110.1633,146.6429
227215.489,53.32,184.258,105.8393,959.4573,0.577,3.7445,3.8346,10.7354,71.5824,105.8792,58.8158,92.3959,131.8514,106.4128,119.8076,143.3368,124.8933,100.5414,137.1853
227235.2672,53.32,186.297,105.84,959.8623,1.6735,-9.1676,-12.1259,-12.0473,12.817,6.2417,-5.2116,0.8316,68.8362,51.5358,60.3726,77.0457,56.7321,43.9288,60.5343
227255.0178,53.32,187.4474,105.84,959.3761,2.855,39.6053,53.0839,52.3203,26.8825,58.8203,60.3333,62.3173,21.634,20.7399,18.9189,18.8606,22.9153,17.8148,22.8351
227274.8014,53.32,188.3997,105.84,960.3167,0.8867,179.0354,216.5941,254.1284,127.2497,242.0789,245.5281,246.8885,141.9252,127.4305,130.5551,127.7681,129.7938,107.1883,141.1422
227294.5644,53.32,189.4609,105.84,959.6537,0.6072,34.0434,33.4943,89.4099,116.3713,202.9328,172.792,199.7806,147.1085,124.7947,136.1524,150.0889,135.535,115.2488,150.3229
227314.3244,53.32,190.538,105.84,959.7006,1.5771,-4.1523,-6.654,-2.9382,47.2789,68.4531,35.5554,59.0715,85.9402,68.2514,76.0282,86.4388,73.0156,59.0564,79.73
227334.1054,53.32,191.231,105.84,959.711,3.0244,27.6537,38.4601,43.6257,20.6724,45.1067,47.3791,49.0457,15.5572,15.5427,13.5314,13.3139,16.9849,13.3336,16.9893
227353.8847,53.32,193.4791,105.84,958.5705,0.9081,182.6183,224.5798,261.3535,124.7381,237.5617,243.6701,244.7,136.4312,122.1405,124.8069,123.1567,126.3432,104.7907,136.1631
227373.6647,53.32,194.6286,105.84,959.7823,0.8038,38.6664,38.8154,97.1689,111.6228,201.0224,176.2129,197.9665,136.5397,115.3804,124.7123,136.0314,123.8283,106.582,138.207
227393.4444,53.32,195.5125,105.84,960.0587,0.6632,3.4026,3.0973,11.0005,72.0186,106.3298,62.9164,94.699,120.3748,94.998,107.3961,132.378,113.5587,92.5263,123.6789
227413.2134,53.32,196.6801,105.84,960.4201,1.39,-1.7382,-3.2967,-4.8004,18.9986,15.9751,6.235,11.9604,78.246,56.2387,64.0391,83.1033,67.2397,53.0559,72.1316
227432.9855,53.32,197.4702,105.84,960.2773,3.1166,13.5412,21.6612,26.9571,12.2884,28.317,25.2029,31.3964,8.3746,8.7325,6.7999,7.6205,9.6129,8.3133,10.3265
227452.7661,53.32,198.9067,105.84,959.238,0.926,185.9918,229.2507,262.6376,119.0126,237.24,237.6989,243.7729,128.4161,115.0178,116.8775,114.7165,119.9241,98.6949,127.9709
227472.5495,53.32,198.7892,105.84,959.6885,0.7164,42.5088,43.8687,104.0102,112.473,203.2038,180.9758,201.4986,139.0162,116.7441,126.332,139.1084,127.1494,108.2357,140.2731
227492.3295,53.32,199.3021,105.84,960.3417,1.2121,3.4306,1.922,7.6093,58.6428,88.4019,54.1909,79.3766,92.378,73.2945,82.5701,102.25,87.2597,70.5298,93.2763
227512.0841,53.32,201.4041,105.84,960.2647,3.1198,3.2442,8.7315,13.7953,8.45,20.0609,18.7022,22.5633,4.6207,5.3462,4.0559,5.3372,6.9318,5.9588,7.4196
227531.847,53.32,202.9603,105.84,959.4154,0.9563,189.8451,233.0947,264.8764,117.4198,237.453,240.8679,244.4407,123.3662,110.7981,112.4668,110.5429,116.4941,96.0158,123.768
227551.603,53.32,202.884,105.84,959.342,0.7851,48.8409,51.004,113.2461,110.2074,203.0632,184.9828,203.0343,132.7246,111.5391,123.179,131.9844,121.3228,105.1634,135.0138
227571.3662,53.32,203.4258,105.84,959.4246,0.7644,3.5287,3.0775,12.8231,73.7931,111.7002,69.4784,101.8699,113.2299,90.1056,101.1776,125.805,108.1135,88.4489,116.2996
227591.144,53.32,204.8702,105.84,959.7504,1.0185,4.9882,4.6871,3.5557,26.0667,27.3628,15.6536,23.1341,85.0821,63.9305,72.4065,95.9012,77.9657,62.2148,83.3673
227610.8994,53.32,205.4057,105.84,959.4026,3.2173,-8.8671,-6.5143,-1.3413,0.5395,1.5408,1.401,4.9035,0.0724,0.5809,-0.3308,1.5332,1.7182,2.0217,1.9212
227630.6754,53.32,207.0057,105.84,959.36,0.9943,189.6794,235.3141,261.5654,112.5285,235.8739,241.7848,243.4436,115.9577,104.888,105.9633,105.0243,112.1322,90.9352,116.4646
227650.4553,53.32,207.0816,105.84,960.3179,0.8016,53.7979,57.2094,122.1946,109.3759,205.0299,188.0973,205.0124,132.7235,111.7317,121.544,131.4839,120.9572,105.5542,136.0738
227670.2108,53.32,207.0029,105.84,959.4785,0.8479,10.8533,10.2255,18.7129,69.8529,110.3298,73.0986,100.8019,104.7241,83.0235,93.4913,115.8479,99.8029,77.3975,101.0355
227689.9762,53.32,207.3624,105.84,958.9048,3.2813,-17.5889,-17.0275,-12.0798,-0.4943,-4.186,-5.3377,-2.3976,-1.024,-0.36,-0.6605,1.7365,1.1226,0.3743,0.4494
227709.7596,53.32,209.0165,105.84,959.0613,1.0815,191.1928,236.788,260.1934,108.8429,233.4116,235.0982,239.4083,111.1091,101.3142,102.0478,100.4742,108.0022,87.8358,111.5633
227729.5399,53.32,209.0618,105.84,959.8936,0.7855,61.3831,66.0039,131.9314,107.4295,206.086,193.155,206.2206,132.4944,110.8904,119.789,129.2917,119.05,103.843,132.7181
227749.3218,53.32,209.3331,105.84,959.8128,0.8358,3.9109,3.1939,15.4133,75.7049,120.0153,77.8793,110.6208,109.6264,87.5801,97.9987,122.5197,106.5833,87.051,114.4763
227769.092,53.32,211.0408,105.84,959.2639,0.6912,10.6181,11.3879,11.4738,32.6066,38.7833,25.037,34.0891,94.2527,72.0525,81.1282,107.7388,85.6461,66.9119,89.3891
227788.8667,53.32,211.1542,105.84,959.2932,3.3243,-25.9618,-27.8397,-24.9642,-7.6524,-19.6562,-19.463,-17.6794,-3.2553,-3.358,-3.3106,-0.4536,-3.4433,-2.2346,-3.2532
227808.6405,53.32,211.1287,105.84,959.6544,1.1471,186.4799,235.6159,253.3276,103.5193,225.4155,228.1412,233.4644,104.7995,95.7573,95.797,95.726,102.4483,82.1544,106.8901
227828.4074,53.32,211.2829,105.84,959.1266,0.8451,66.8245,73.1012,139.9935,107.1194,203.9753,193.5598,208.1865,128.332,109.0422,118.5599,127.5672,118.7499,102.6348,132.0369
227848.159,53.32,213.0202,105.84,959.8439,0.6312,16.7428,16.9544,29.3635,77.5296,128.2127,90.4257,120.9847,116.805,92.3424,102.313,122.6113,106.3186,86.7641,113.2409
227867.9336,53.32,213.2907,105.84,960.3597,3.4033,-32.1307,-35.7804,-32.5886,-6.5237,-21.2333,-24.0538,-21.303,-0.934,-2.1865,-2.0377,-0.7515,-2.8497,-1.6859,-2.0532
227887.7154,53.32,215.0299,105.84,960.239,1.2564,185.352,227.9991,245.3945,99.5173,219.2317,226.2195,231.3753,99.5677,90.8176,91.0582,90.8344,98.5441,79.8322,101.8653
227907.4871,53.32,215.2026,105.84,959.7138,0.7864,76.1154,83.3623,151.3661,106.9957,210.0714,199.3901,209.8832,131.5897,110.655,120.0529,127.5248,119.1837,103.2703,133.4467
227927.2582,53.32,215.1917,105.84,959.4223,0.8716,4.8828,3.7579,19.111,77.8761,128.0968,85.7727,120.5687,108.3607,86.7388,97.6622,119.4365,105.0947,86.5852,112.9211
227947.04,53.32,215.1997,105.84,959.2506,0.5226,14.4635,16.3601,17.1401,37.9744,48.2424,33.3942,44.2941,102.8646,76.864,85.9198,113.5902,94.2075,74.6544,98.7844
227966.804,53.32,215.2049,105.84,960.005,3.4013,-38.0923,-43.6401,-40.8079,-12.9384,-33.8573,-36.046,-33.9185,-2.2719,-5.5155,-4.9941,-1.5036,-4.5652,-3.1711,-4.0256
227986.5789,53.32,217.0076,105.84,959.0627,1.3256,181.7352,223.4134,235.5274,93.4236,209.1712,218.8121,218.8642,92.8221,85.6407,84.9262,85.1953,92.0296,74.2665,95.1587
228006.3502,53.32,217.2523,105.84,959.8693,0.9018,83.513,91.7778,159.2704,104.9982,209.8206,200.4898,210.0063,128.1858,108.5919,117.5555,123.5081,116.4424,100.7679,128.6188
228026.119,53.32,217.1969,105.84,959.5129,0.4271,19.9795,21.2003,38.3963,85.0378,145.8787,106.3256,138.8597,121.8498,97.4264,108.4879,133.0183,115.9784,94.7093,124.1671
228045.8777,53.32,218.99,105.84,959.3281,3.3158,-38.8468,-46.494,-44.6699,-7.6694,-28.0486,-34.5755,-30.417,-0.995,-3.0237,-1.5073,3.2251,-0.7545,-0.1319,0.3057
228065.6512,53.32,219.24,105.84,959.8853,1.3652,170.6488,215.0824,227.2576,87.6613,202.2805,208.9077,213.2806,87.875,80.4714,80.0012,79.2171,87.4996,70.6015,90.3145
228085.4253,53.32,219.24,105.84,959.5302,0.7817,92.4776,103.2954,170.9719,105.9248,214.2524,208.5183,217.7196,130.898,111.1246,121.0091,125.9895,119.6089,103.3336,133.4543
228105.1937,53.32,219.2407,105.84,959.8187,0.9289,6.9558,5.3371,24.4631,80.1922,136.8196,96.8053,130.3893,110.819,87.4086,98.3228,118.9997,103.7278,85.9488,111.4958
228124.9781,53.32,219.2296,105.84,959.0227,0.3306,14.3651,17.1755,19.2296,42.398,55.294,38.6441,52.0209,106.7067,81.6706,91.6413,121.4553,101.2846,80.3231,106.7163
228144.7407,53.32,219.2832,105.84,959.7165,3.2636,-40.0425,-48.6629,-47.648,-14.2867,-39.5061,-42.9289,-42.2836,-0.6541,-3.518,-1.6131,4.1617,-1.2879,-0.8154,-0.5024
228164.5204,53.32,219.0913,105.84,959.9641,1.4713,161.0655,202.5466,209.2759,80.9337,186.2333,196.7105,201.1771,79.8833,74.1531,72.66,72.8404,80.9422,65.0467,83.1552
228184.2941,53.32,220.932,105.84,960.0584,0.9449,100.159,112.8394,178.9536,103.3857,212.163,209.5029,216.8741,124.5803,107.713,116.0857,120.3502,115.1145,99.5257,128.5252
228204.075,53.32,221.2687,105.84,960.0265,0.2686,21.2009,22.4648,44.8335,89.8847,157.5318,118.2601,151.0592,129.0525,103.2998,115.6059,140.6099,121.7798,99.3642,128.7679
228223.841,53.32,221.337,105.84,959.6991,3.1752,-38.9726,-48.015,-47.5663,-4.8377,-25.7087,-35.2168,-29.5316,6.5045,2.1515,5.2265,12.2549,4.7781,2.2736,3.1458
228243.6088,53.32,221.0879,105.84,959.4941,1.6274,151.6614,191.7151,200.6701,76.2245,178.9069,185.5408,182.7782,74.8459,69.3131,68.0616,66.6992,75.083,60.6258,77.563
228263.3768,53.32,222.8829,105.84,959.4921,0.7833,111.34,125.5008,189.6445,104.6156,216.6195,216.0587,222.1584,130.85,111.8801,120.4759,124.7488,120.1982,102.9971,132.9946
228283.1376,53.32,223.28,105.84,959.6974,0.9478,10.0232,7.937,31.2297,82.4715,147.8265,108.4412,140.8709,109.7933,88.823,99.2954,118.0152,103.9963,86.9511,111.7923
228302.9213,53.32,223.2796,105.84,959.4093,0.2422,12.2826,14.9607,18.536,45.4644,59.9048,40.6976,56.1469,110.7116,85.2407,95.2858,126.8119,104.5126,82.9049,109.6535
228322.6929,53.32,223.2672,105.84,959.4631,3.0384,-37.1105,-45.4993,-46.4111,-11.8206,-37.6392,-41.4178,-41.5331,8.1107,3.0774,6.0249,13.9161,3.4928,2.2392,3.6848
228342.4733,53.32,223.3555,105.84,959.8736,1.769,138.3316,173.2512,180.4642,67.8522,161.395,168.3364,174.588,66.2376,61.7494,59.7431,60.3974,67.9713,54.8073,69.5485
228362.2433,53.32,223.031,105.84,960.0352,0.9456,119.4239,135.7906,196.6983,101.9263,216.4081,218.1127,222.4776,123.4625,107.118,114.6935,118.0352,115.0962,98.3536,127.2157
228382.026,53.32,224.7854,105.84,959.755,0.2502,21.4006,22.3165,49.4589,92.3581,166.8854,128.6034,161.3255,132.1716,106.3864,118.3889,141.798,124.3033,103.4291,134.187
228401.7963,53.32,225.28,105.84,959.8215,3.0105,-33.8706,-43.8279,-43.3287,0.1814,-17.8023,-28.3807,-22.2953,19.0358,11.5861,13.4099,19.5115,12.6041,10.2027,14.2199
228421.5806,53.32,225.28,105.84,959.2475,1.9604,126.7324,164.8836,169.2923,63.2521,152.6715,155.5405,162.3268,60.3805,57.0108,55.0826,54.4088,61.405,49.7637,62.4439
228441.3589,53.32,225.2796,105.84,960.0329,0.7859,129.0121,148.2688,208.7779,102.7193,220.6009,220.2439,226.7979,131.4552,111.9417,119.8217,123.3974,119.3868,102.5815,132.0617
228461.1438,53.32,225.2716,105.84,959.3975,0.9372,14.0135,11.4389,39.5768,83.8005,156.3118,119.583,150.4938,111.1825,90.0331,100.9182,118.6502,104.9558,88.3069,113.6598
228480.9269,53.32,225.3494,105.84,959.5897,0.2651,9.2838,11.8399,15.7795,47.4496,63.0,41.176,58.7717,110.3695,85.7202,96.8598,127.6893,106.7416,85.0455,112.5687
228500.7032,53.32,225.0146,105.84,959.8719,2.8323,-30.3837,-39.1012,-40.5971,-7.9011,-30.8066,-35.0428,-34.5673,19.8326,9.4659,12.9914,22.1185,13.6105,10.4967,14.8117
228520.4857,53.32,226.2485,105.84,960.3118,2.0394,111.7046,144.8118,149.9065,54.4819,132.6428,139.3188,144.5684,51.5856,49.7585,47.6086,47.7507,54.6118,43.7778,55.4216
228540.2449,53.32,227.2751,105.84,959.8656,0.9216,137.3571,158.6962,212.6991,100.8991,218.4183,224.6336,226.2589,124.3548,106.8739,115.3089,116.8825,114.8162,97.4365,126.3723
228560.022,53.32,227.28,105.84,959.1229,0.3006,21.9426,21.5397,54.1451,93.1258,172.3083,135.7222,167.9187,133.0399,106.7522,119.6759,142.1315,124.7476,104.1833,135.3562
228579.7973,53.32,227.28,105.84,959.7239,2.6347,-26.1902,-34.0321,-34.7083,9.5267,-1.4828,-16.7052,-6.9261,28.8366,20.3046,25.3693,36.0462,26.856,21.419,28.9482
228599.5721,53.32,227.28,105.84,958.8819,2.151,99.1279,128.3434,135.2634,48.6139,121.8729,127.9567,131.0936,45.6591,43.5644,41.7172,41.0478,48.0245,38.682,48.8603
228619.3358,53.32,227.2754,105.84,959.4974,0.7938,145.3477,168.6444,225.0438,102.9732,221.978,229.6332,229.824,129.2485,111.9829,119.742,121.1984,119.6429,101.5224,131.6724
228639.0911,53.32,227.3288,105.84,959.7824,0.8975,19.1335,16.2281,49.7541,85.8943,164.0565,131.0725,159.906,114.985,93.0487,104.1091,119.9748,106.4853,90.1957,116.2738
228658.8715,53.32,227.0618,105.84,959.8491,0.3599,6.2073,7.8087,12.3474,49.1855,65.8458,41.6458,60.9489,110.2438,85.0489,96.5271,126.7649,106.3089,84.3761,111.8901
228678.6578,53.32,228.0445,105.84,959.561,2.4013,-21.9055,-28.3637,-31.6699,-2.2187,-21.2316,-25.8447,-24.0168,30.0722,20.7398,25.3815,38.4677,27.518,21.2105,29.1019
228698.4157,53.32,229.2638,105.84,960.2347,2.3311,82.5389,107.2624,116.9402,41.467,104.8808,109.5108,112.1846,37.9224,36.0096,34.2214,34.662,40.2485,32.3145,40.8872
228718.185,53.32,229.2801,105.84,959.6846,0.8836,154.2092,179.4755,233.0363,100.8321,223.5054,228.2874,231.255,124.822,108.3444,114.8414,113.9586,115.1872,96.6883,125.6183
228737.9674,53.32,229.2785,105.84,959.5762,0.4298,24.0825,22.4237,59.8849,92.3679,175.2888,142.2339,172.5471,131.4087,106.7121,118.4355,138.1829,123.3943,103.8593,135.0083
228757.7422,53.32,229.3126,105.84,959.9572,2.1591,-17.494,-23.4199,-23.6684,20.3304,18.1109,-0.9993,9.8115,46.5791,34.6274,40.9929,55.2691,39.1948,30.2745,40.2172
228777.5136,53.32,229.1037,105.84,960.05,2.5208,71.1204,93.5236,99.9663,35.5076,91.367,94.5698,98.6972,31.8586,30.8937,29.0901,28.8142,34.1778,27.6511,34.9759
228797.3024,53.32,229.8912,105.84,959.323,0.8195,160.927,188.2604,238.333,101.4674,225.8946,233.5197,235.6853,126.7615,110.4438,117.6436,118.6437,118.9152,99.336,128.1086
228817.0897,53.32,231.2483,105.84,960.0238,0.8487,25.0984,22.0122,60.6257,87.5512,170.2214,141.6699,169.8049,117.1024,96.1199,107.4998,121.0038,108.0942,92.3272,118.9607
228836.8616,53.32,231.28,105.84,959.7101,0.5025,4.1766,4.9045,9.4951,50.7335,69.3364,42.5655,64.0851,108.4052,83.5285,95.1679,124.7581,105.3906,84.2947,111.4185
228856.647,53.32,231.28,105.84,960.3874,1.9159,-13.8947,-19.1086,-20.7455,4.263,-9.4067,-14.7509,-13.0734,46.6327,32.9726,38.8999,52.0589,37.3992,29.0088,38.9984
228876.4144,53.32,231.28,105.84,959.9541,2.691,55.8803,76.8287,80.5805,28.3657,72.3739,77.0289,80.809,24.4936,24.5184,22.579,22.4166,27.1856,22.018,27.4984
228896.1924,53.32,231.28,105.84,959.0109,0.8848,167.866,199.525,243.3507,99.8729,224.0911,234.3072,231.0517,123.7669,107.3477,113.2885,113.0502,114.6457,94.8722,124.2301
228915.9545,53.32,231.28,105.84,959.4208,0.5245,28.4586,25.6782,67.7547,92.1591,177.1839,148.1554,176.6474,128.1421,105.7273,118.7179,135.8283,120.598,101.7041,133.1047
228935.708,53.32,231.28,105.84,959.22,1.8515,-9.2062,-12.7954,-10.966,29.2853,36.6637,14.5577,30.1444,64.8952,45.44,52.4272,66.8439,54.7751,43.5905,58.5016
228955.4571,53.32,231.2801,105.84,959.5069,2.8689,44.1387,58.7865,60.3771,22.6869,58.1694,64.4513,66.9884,19.5643,19.1955,17.4354,17.4825,21.7866,17.6729,21.799
228975.2344,53.32,231.2831,105.84,961.1918,0.8681,173.0826,204.5566,246.2905,99.4747,225.1652,236.3776,237.0135,122.7159,107.6256,114.187,114.4814,116.2384,96.5358,125.9212
228995.001,53.32,231.2853,105.84,959.6486,0.8229,32.1665,29.1164,73.613,88.6,177.0736,152.1125,175.0619,121.2288,98.7458,110.1562,122.0225,110.2684,94.3348,121.7515
229014.7727,53.32,231.1895,105.84,960.2954,0.5917,3.313,3.0866,8.1041,52.9448,74.7798,45.5801,68.9164,106.0579,82.8148,94.1292,122.8665,103.0975,82.6493,109.8353
229034.5378,53.32,231.6026,105.84,959.7646,1.6266,-6.0065,-7.7786,-10.4001,10.0287,1.6487,-3.7678,-0.6895,60.1985,41.6197,48.3508,66.0862,52.0444,40.6552,54.8832
229054.2889,53.32,233.1943,105.84,959.4574,2.9738,28.3277,38.0318,45.7022,16.1136,44.1561,45.3644,48.5375,12.9319,13.1163,11.4191,11.9706,15.1484,12.4261,15.2046
229074.0553,53.32,233.28,105.84,960.3307,0.8961,178.3245,207.8772,252.6208,97.8434,227.0804,235.2371,236.7492,116.4784,105.0367,110.4613,109.3186,112.8409,93.2433,121.2546
229093.8206,53.32,233.28,105.84,958.8646,0.6525,35.7969,32.7895,79.6197,91.5741,181.2412,157.5908,181.9901,128.1447,104.7171,117.4235,131.4815,117.5635,100.4464,130.4182
229113.6132,53.32,233.28,105.84,959.6476,1.4324,-1.5633,-3.8286,-1.7317,39.6864,56.8455,32.4542,50.7047,74.7652,58.2106,67.1276,85.7856,71.7719,57.4708,76.2008
229133.3953,53.32,233.28,105.84,959.4949,2.9967,18.4382,27.5919,33.5598,12.6793,32.6475,32.3037,38.0607,9.191,9.7078,8.3172,8.8168,11.5021,9.7011,11.7667
229153.1611,53.32,233.2801,105.84,959.8981,0.9106,182.6222,216.7324,255.5529,95.4332,223.5689,233.4685,235.6631,117.4064,104.088,109.4641,107.6815,112.3183,92.5157,120.5384
229172.9323,53.32,233.2836,105.84,959.927,0.7903,40.7655,37.8554,87.0749,89.7353,183.5051,162.7759,183.7837,122.697,100.9871,113.3817,124.4974,112.5382,96.7397,124.5304
229192.7149,53.32,233.274,105.84,959.5735,0.7162,3.3167,2.761,8.5985,55.4318,81.8981,50.7192,75.6626,104.7471,82.1961,94.1898,119.9582,101.2305,81.8378,107.8457
229212.4937,53.32,233.2489,105.84,960.5711,1.2129,0.2778,-0.7047,-1.9706,15.7027,12.2371,5.2826,9.7516,69.8724,52.3623,60.4771,82.2817,66.0688,51.5525,69.2858
229232.2789,53.32,233.3966,105.84,959.4464,3.1252,6.2577,12.074,16.2448,6.2768,17.3282,19.866,21.6751,4.0366,5.016,3.587,4.8471,6.5373,5.51,6.6747
229252.0627,53.32,235.1228,105.84,959.6224,0.9353,186.2101,222.0359,255.7062,95.2132,225.3019,235.4015,234.2704,115.1305,100.7589,106.3156,105.3416,109.1643,89.2123,115.9374
229271.8474,53.32,235.28,105.84,959.4489,0.7634,44.4627,41.9701,93.144,90.8465,184.4241,165.8157,186.1513,125.1378,103.3098,115.7913,126.9015,116.1178,99.3835,129.1346
229291.6165,53.32,235.28,105.84,959.4665,1.022,5.815,4.3138,8.1858,49.4359,75.3474,46.5079,67.9104,91.0037,70.749,81.8756,102.5731,81.9277,65.5191,86.9483
229311.4026,53.32,235.28,105.84,959.8745,3.2147,-4.1354,0.2077,4.6998,4.4909,8.5296,10.0949,12.4597,2.6939,3.015,2.4733,4.1806,3.7318,3.1686,3.6917
229331.1693,53.32,235.28,105.84,959.5778,1.0125,187.2072,223.9771,254.3678,92.1567,218.5862,233.4743,234.5099,111.3672,99.4332,103.1198,101.8105,107.3686,87.4633,114.0174
229350.9463,53.32,235.28,105.84,960.5067,0.7849,50.6702,48.487,101.677,90.1138,186.0126,171.0555,190.0904,124.0515,102.7612,114.2351,125.3782,113.5131,97.813,126.7394
229370.7131,53.32,235.28,105.84,960.6435,0.8011,3.3823,2.6539,9.8991,58.2104,89.4441,56.5831,83.0028,104.817,81.6866,93.7048,118.3645,101.4892,81.4789,108.4311
229390.4765,53.32,235.28,105.84,959.7411,0.8489,6.9468,6.4553,5.4109,20.9743,22.0434,15.388,19.5009,83.3539,62.2076,71.4055,93.9842,74.2828,57.9611,77.9559
229410.2428,53.32,235.28,105.84,959.7011,3.2863,-14.8714,-12.2961,-8.2067,-1.8723,-6.1101,-8.1178,-3.0641,-0.9452,-0.7343,-1.2642,-0.0142,-0.8019,-0.0704,-0.4663
229430.0134,53.32,235.28,105.84,959.5966,1.0635,185.797,225.9319,248.4723,90.0975,210.7424,223.3614,227.4722,107.0648,95.4498,99.1084,98.1025,103.8881,83.7967,109.2325
229449.7985,53.32,235.2812,105.84,959.8885,0.8035,55.1133,53.5733,107.6498,90.5808,188.0695,173.9872,190.708,125.0983,103.7079,115.7327,125.4781,114.6888,98.4452,128.015
229469.5692,53.32,235.2705,105.84,959.1379,0.822,12.2197,11.4975,17.7913,56.6549,93.0191,62.8665,86.8641,104.1623,79.1409,89.8302,111.636,95.0569,76.5749,101.2353
229489.3617,53.32,235.3106,105.84,959.835,3.3507,-21.5131,-22.0115,-19.2466,-2.573,-11.1431,-11.8395,-7.9803,-0.4142,-2.0959,-2.497,-0.0398,-0.8523,-0.0707,-0.3706
229509.1385,53.32,235.1733,105.84,959.3299,1.1296,183.8513,223.3628,247.6537,87.4828,212.556,221.5982,222.0985,103.3669,92.6177,96.2213,93.9803,100.4288,81.3238,105.9823
229528.9142,53.32,236.9771,105.84,960.2717,0.7854,62.1819,61.357,116.8073,89.6625,189.9536,178.2257,195.1838,123.9551,103.9499,116.2092,124.2536,114.5905,98.0435,128.4649
